channel,spend,saturation
panneaux,4736.390909090908,0.7238675615295355
panneaux,5920.488636363635,0.8037683019559005
panneaux,7104.586363636363,0.8550359910839994
panneaux,8288.68409090909,0.8892358591489641
panneaux,9472.781818181817,0.9129359929564185
panneaux,10656.879545454543,0.9299282869027865
panneaux,11840.97727272727,0.9424760602001404
panneaux,13025.074999999997,0.9519801479952039
panneaux,14209.172727272726,0.9593381154221344
panneaux,15393.270454545453,0.9651435228968543
panneaux,16577.36818181818,0.9698001712208094
panneaux,17761.465909090904,0.9735897939196926
panneaux,18945.563636363633,0.9767134317847709
panneaux,20129.66136363636,0.9793174563897374
panneaux,21313.759090909087,0.9815103717829207
panneaux,22497.856818181815,0.9833739232367813
panneaux,23681.95454545454,0.9849706024292177
panneaux,24866.05227272727,0.9863488186879953
panneaux,26050.149999999994,0.9875465265342218
panneaux,27234.247727272723,0.9885938123687861
panneaux,28418.34545454545,0.9895147668504597
panneaux,29602.443181818177,0.9903288590426312
panneaux,30786.540909090905,0.991051957803252
panneaux,31970.63863636363,0.9916970999394968
panneaux,33154.73636363636,0.9922750742284785
panneaux,34338.834090909084,0.9927948699485402
panneaux,35522.93181818181,0.9932640246061966
panneaux,36707.02954545454,0.9936888958872155
panneaux,37891.127272727266,0.9940748760946893
panneaux,39075.22499999999,0.9944265625399196
panneaux,40259.32272727272,0.9947478939125346
panneaux,41443.42045454545,0.9950422601642249
panneaux,42627.51818181817,0.9953125916170027
panneaux,43811.6159090909,0.9955614316601293
panneaux,44995.71363636363,0.9957909963964382
panneaux,46179.811363636356,0.9960032238449529
panneaux,47363.90909090908,0.9961998147359221
panneaux,48548.00681818181,0.9963822664989974
panneaux,49732.10454545454,0.9965519017108032
panneaux,50916.20227272726,0.9967098920094751
panneaux,52100.29999999999,0.9968572782824152
panneaux,53284.39772727272,0.9969949877758651
panneaux,54468.495454545446,0.9971238486507374
panneaux,55652.59318181817,0.9972446024108169
panneaux,56836.6909090909,0.9973579145511658
panneaux,58020.78863636363,0.9974643837119288
panneaux,59204.88636363635,0.9975645495723726
panneaux,60388.98409090908,0.9976588996793233
panneaux,61573.08181818181,0.9977478753711545
panneaux,62757.179545454535,0.9978318769315945
panneaux,63941.27727272726,0.9979112680856205
panneaux,65125.374999999985,0.9979863799316386
panneaux,66309.47272727272,0.9980575143892532
panneaux,67493.57045454545,0.9981249472296018
panneaux,68677.66818181817,0.9981889307449991
panneaux,69861.7659090909,0.9982496961061056
panneaux,71045.86363636362,0.9983074554477063
panneaux,72229.96136363635,0.9983624037182149
panneaux,73414.05909090908,0.9984147203229867
panneaux,74598.1568181818,0.9984645705872841
panneaux,75782.25454545453,0.9985121070611569
panneaux,76966.35227272726,0.998557470685452
panneaux,78150.44999999998,0.9986007918355814
panneaux,79334.54772727271,0.9986421912574739
panneaux,80518.64545454545,0.9986817809082462
panneaux,81702.74318181816,0.9987196647125139
panneaux,82886.8409090909,0.9987559392438796
panneaux,84070.93863636361,0.9987906943399326
panneaux,85255.03636363635,0.9988240136580725
panneaux,86439.13409090908,0.9988559751785703
panneaux,87623.2318181818,0.998886651660514
panneaux,88807.32954545453,0.9989161110556138
panneaux,89991.42727272726,0.998944416884256
panneaux,91175.52499999998,0.998971628577693
panneaux,92359.62272727271,0.9989978017898064
panneaux,93543.72045454544,0.9990229886814964
panneaux,94727.81818181816,0.9990472381804102
panneaux,95911.9159090909,0.9990705962184202
panneaux,97096.01363636363,0.9990931059490067
panneaux,98280.11136363634,0.9991148079464622
panneaux,99464.20909090908,0.9991357403886352
panneaux,100648.3068181818,0.9991559392247473
panneaux,101832.40454545453,0.9991754383296635
panneaux,103016.50227272726,0.9991942696458483
panneaux,104200.59999999998,0.9992124633141192
panneaux,105384.69772727271,0.999230047794196
panneaux,106568.79545454544,0.9992470499759464
panneaux,107752.89318181816,0.9992634952821386
panneaux,108936.99090909089,0.9992794077634342
panneaux,110121.08863636362,0.9992948101862829
panneaux,111305.18636363634,0.9993097241143207
panneaux,112489.28409090907,0.9993241699838123
panneaux,113673.3818181818,0.9993381671736313
panneaux,114857.47954545452,0.9993517340702261
panneaux,116041.57727272726,0.9993648881279765
panneaux,117225.67499999999,0.9993776459253125
social_media,0.0,0.0
social_media,743.354090909091,0.0013185364403164412
social_media,1486.708181818182,0.005253365499728684
social_media,2230.062272727273,0.011742959799544997
social_media,2973.416363636364,0.020687426166215394
social_media,3716.7704545454553,0.03195228495825888
social_media,4460.124545454546,0.04537338566662278
social_media,5203.478636363638,0.06076263372994406
social_media,5946.832727272728,0.07791417352835309
social_media,6690.186818181819,0.09661067592696704
social_media,7433.540909090911,0.11662941128167716
social_media,8176.895000000001,0.13774784318116595
social_media,8920.249090909092,0.15974854556384052
social_media,9663.603181818184,0.1824233174263493
social_media,10406.957272727275,0.20557643757935337
social_media,11150.311363636365,0.2290270612345725
social_media,11893.665454545457,0.2526108072903413
social_media,12637.019545454548,0.27618061877994665
social_media,13380.373636363638,0.29960699950421116
social_media,14123.72772727273,0.32277773899744583
