store_code,division_code,forecast_week,horizon,pred_units,pred_units_lower,pred_units_upper
CP39,HT,2026-03-29,1,0.8623457532885173,0.8391350840329432,1.503099827147964
CP39,LO,2026-03-29,1,2.061081356834716,1.3062398438761236,16.47076698958954
CP39,ME,2026-03-29,1,2.96749581985588,2.1376933106003997,16.74736219153921
CP39,PA,2026-03-29,1,2.0700012053889547,1.1939231899348925,2.8467078000852646
CP39,PC,2026-03-29,1,42.39552707279845,23.045199408373332,81.57228920083936
CP39,SP,2026-03-29,1,1.3195980885394776,0.9508444251779515,1.430091419090638
CP39,TO,2026-03-29,1,0.9856580130653405,0.9708598654912751,1.4076051840668506
CP40,BQ,2026-03-29,1,1.9254945106226578,1.3054707324873283,2.325927940256984
CP40,CH,2026-03-29,1,1.642976009329908,0.9653557543711395,2.7605732814282855
CP40,GA,2026-03-29,1,1.6787331292832557,1.0331873721261169,2.6251313385724835
CP40,HT,2026-03-29,1,1.5793569714460227,0.9717490977018796,2.604446526410424
CP40,LO,2026-03-29,1,2.781378155898544,2.260135893942766,8.070735280579909
CP40,ME,2026-03-29,1,9.123848525719573,4.578784462247169,11.163938821741889
CP40,PA,2026-03-29,1,1.282058301328736,0.9323082244480894,13.569041978813553
CP40,PC,2026-03-29,1,27.387741134517096,14.213352872664231,65.63588133559672
CP40,SP,2026-03-29,1,2.680653113549401,1.3416153985292714,3.5340733762403067
CP40,TO,2026-03-29,1,1.8001654699268816,1.3397956299628502,1.994197574713249
CP44,BQ,2026-03-29,1,2.549607254519464,1.8222640136025,3.771650554662591
CP44,CH,2026-03-29,1,1.3836480275260519,1.0026438526692922,2.1606796441645333
CP44,FI,2026-03-29,1,3.9858651529953844,1.8584839956075512,5.253618360250444
CP44,GA,2026-03-29,1,7.564709380371727,3.0780062377418203,8.337979876999386
CP44,HT,2026-03-29,1,0.9372655627597684,0.8420782471453993,1.2842925346605951
CP44,LO,2026-03-29,1,6.882668979494981,3.001638944998628,16.984060697179004
CP44,ME,2026-03-29,1,1.040225057072464,0.8919211902559525,8.52785605343633
CP44,PA,2026-03-29,1,2.0948387539744977,1.3039329765547623,2.502295544905628
