store_code,city,division_code,regime,ADI,CV2,n_weeks,mean_units,pct_zero
CP01 - Québec,Québec,AM,erratic,1.0,0.777,31,4.97,0.0
CP01 - Québec,Québec,AP,erratic,1.0,1.622,87,904.14,0.0
CP01 - Québec,Québec,AS,erratic,1.0,0.63,86,74.34,0.0
CP01 - Québec,Québec,AZ,erratic,1.0,2.976,54,78.52,0.0
CP01 - Québec,Québec,BQ,erratic,1.0,1.025,61,15.38,0.0
CP01 - Québec,Québec,CC,erratic,1.023,3.288,45,5.38,2.2
CP01 - Québec,Québec,CH,erratic,1.0,0.944,71,9.14,0.0
CP01 - Québec,Québec,CR,erratic,1.028,15.231,37,5.14,2.7
CP01 - Québec,Québec,DI,smooth,1.0,0.0,5,1.0,0.0
CP01 - Québec,Québec,FI,erratic,1.016,0.72,64,10.38,1.6
CP01 - Québec,Québec,GA,erratic,1.013,2.137,80,16.84,1.2
CP01 - Québec,Québec,HT,lumpy,16.25,0.708,65,0.14,93.8
CP01 - Québec,Québec,IN,erratic,1.158,1.017,66,4.44,13.6
CP01 - Québec,Québec,LO,erratic,1.0,2.097,68,74.65,0.0
CP01 - Québec,Québec,ME,erratic,1.0,2.045,88,127.14,0.0
CP01 - Québec,Québec,PA,erratic,1.0,2.717,44,25.8,0.0
CP01 - Québec,Québec,PC,erratic,1.0,1.454,81,533.19,0.0
CP01 - Québec,Québec,PI,erratic,1.0,1.698,85,233.32,0.0
CP01 - Québec,Québec,SA,erratic,1.0,1.057,12,2.92,0.0
CP01 - Québec,Québec,SP,erratic,1.015,0.565,66,4.64,1.5
CP01 - Québec,Québec,TO,erratic,1.0,0.764,70,11.71,0.0
CP02 - Blainville,Blainville,AP,erratic,1.0,1.813,114,322.97,0.0
CP02 - Blainville,Blainville,AS,smooth,1.0,0.339,117,26.05,0.0
CP02 - Blainville,Blainville,BQ,erratic,1.028,0.801,74,5.42,2.7
CP02 - Blainville,Blainville,CA,smooth,1.0,0.0,5,1.0,0.0
CP02 - Blainville,Blainville,CC,lumpy,inf,inf,57,0.0,100.0
CP02 - Blainville,Blainville,CH,erratic,1.0,0.674,76,6.83,0.0
CP02 - Blainville,Blainville,CR,smooth,1.0,0.0,12,1.0,0.0
CP02 - Blainville,Blainville,FI,erratic,1.036,1.809,86,4.73,3.5
CP02 - Blainville,Blainville,GA,erratic,1.0,0.748,96,9.71,0.0
CP02 - Blainville,Blainville,HT,erratic,1.0,0.669,84,5.64,0.0
CP02 - Blainville,Blainville,IN,erratic,1.0,2.58,95,52.49,0.0
CP02 - Blainville,Blainville,LI,erratic,1.0,0.58,96,3.34,0.0
CP02 - Blainville,Blainville,LO,erratic,1.0,1.816,116,70.15,0.0
CP02 - Blainville,Blainville,ME,erratic,1.009,1.257,108,88.44,0.9
CP02 - Blainville,Blainville,MK,smooth,1.0,0.222,2,1.5,0.0
CP02 - Blainville,Blainville,PA,erratic,1.045,0.719,70,12.27,4.3
CP02 - Blainville,Blainville,PB,smooth,1.0,0.062,14,1.07,0.0
CP02 - Blainville,Blainville,PC,erratic,1.0,1.294,116,624.88,0.0
CP02 - Blainville,Blainville,PI,erratic,1.0,1.343,116,834.61,0.0
CP02 - Blainville,Blainville,SA,smooth,1.167,0.0,7,0.86,14.3
CP02 - Blainville,Blainville,SE,erratic,1.01,0.585,106,17.64,0.9
CP02 - Blainville,Blainville,SP,smooth,1.023,0.3,88,2.12,2.3
CP02 - Blainville,Blainville,TO,erratic,1.011,0.886,90,8.49,1.1
CP04 - Drummondville,Drummondville,AM,erratic,1.05,2.165,21,2.33,4.8
CP04 - Drummondville,Drummondville,AP,erratic,1.008,1.954,123,495.29,0.8
CP04 - Drummondville,Drummondville,AS,erratic,1.0,1.194,124,239.95,0.0
CP04 - Drummondville,Drummondville,AZ,erratic,1.024,3.588,85,34.94,2.4
CP04 - Drummondville,Drummondville,BQ,erratic,1.0,0.882,65,4.71,0.0
CP04 - Drummondville,Drummondville,CA,smooth,1.0,0.0,1,1.0,0.0
CP04 - Drummondville,Drummondville,CC,smooth,1.048,0.287,44,1.43,4.5
CP04 - Drummondville,Drummondville,CH,erratic,1.0,0.566,98,5.77,0.0
CP04 - Drummondville,Drummondville,CR,erratic,1.0,2.247,12,3.33,0.0
CP04 - Drummondville,Drummondville,DI,smooth,1.0,0.367,6,5.5,0.0
CP04 - Drummondville,Drummondville,DO,smooth,1.0,0.226,5,35.8,0.0
CP04 - Drummondville,Drummondville,FI,erratic,1.027,1.455,115,5.18,2.6
CP04 - Drummondville,Drummondville,GA,erratic,1.0,0.958,88,7.9,0.0
CP04 - Drummondville,Drummondville,HT,erratic,1.0,0.8,91,9.78,0.0
CP04 - Drummondville,Drummondville,IN,erratic,1.0,0.553,89,5.27,0.0
CP04 - Drummondville,Drummondville,INM,erratic,1.01,0.675,102,14.85,1.0
CP04 - Drummondville,Drummondville,LI,erratic,1.0,0.675,105,9.07,0.0
CP04 - Drummondville,Drummondville,LO,erratic,1.0,1.667,124,86.12,0.0
CP04 - Drummondville,Drummondville,ME,erratic,1.009,1.41,116,46.07,0.9
CP04 - Drummondville,Drummondville,MK,erratic,1.019,0.94,53,2.6,1.9
CP04 - Drummondville,Drummondville,PA,erratic,1.015,0.709,66,7.12,1.5
CP04 - Drummondville,Drummondville,PB,smooth,1.0,0.187,3,1.33,0.0
CP04 - Drummondville,Drummondville,PC,erratic,1.0,1.373,124,536.22,0.0
CP04 - Drummondville,Drummondville,PI,erratic,1.008,1.722,124,93.65,0.8
CP04 - Drummondville,Drummondville,SE,erratic,1.0,0.724,105,14.54,0.0
CP04 - Drummondville,Drummondville,SP,smooth,1.0,0.473,82,2.89,0.0
CP04 - Drummondville,Drummondville,TO,erratic,1.042,0.85,50,8.18,4.0
CP05 - Sherbrooke,Sherbrooke,AB,erratic,1.023,1.457,44,15.64,2.3
CP05 - Sherbrooke,Sherbrooke,AP,erratic,1.0,2.478,79,1302.28,0.0
CP05 - Sherbrooke,Sherbrooke,AS,smooth,1.014,0.425,72,12.11,1.4
CP05 - Sherbrooke,Sherbrooke,AZ,erratic,1.014,60.424,74,3759.88,1.4
CP05 - Sherbrooke,Sherbrooke,BI,erratic,1.016,0.576,64,5.91,1.6
CP05 - Sherbrooke,Sherbrooke,BQ,erratic,1.0,1.177,58,13.93,0.0
CP05 - Sherbrooke,Sherbrooke,CA,lumpy,1.333,1.491,8,4.12,25.0
CP05 - Sherbrooke,Sherbrooke,CC,intermittent,1.55,0.189,31,0.87,35.5
CP05 - Sherbrooke,Sherbrooke,CH,erratic,1.079,0.866,41,11.24,7.3
CP05 - Sherbrooke,Sherbrooke,CR,smooth,1.15,0.477,23,1.52,13.0
CP05 - Sherbrooke,Sherbrooke,DI,erratic,1.146,12.779,47,58.83,12.8
CP05 - Sherbrooke,Sherbrooke,FI,erratic,1.014,1.462,70,6.17,1.4
CP05 - Sherbrooke,Sherbrooke,GA,erratic,1.018,1.029,57,12.84,1.8
CP05 - Sherbrooke,Sherbrooke,HT,smooth,1.292,0.449,31,9.42,22.6
CP05 - Sherbrooke,Sherbrooke,IN,erratic,1.031,3.891,66,130.9,3.0
CP05 - Sherbrooke,Sherbrooke,LI,erratic,1.047,0.932,67,12.51,4.5
CP05 - Sherbrooke,Sherbrooke,LO,erratic,1.0,1.884,75,64.05,0.0
CP05 - Sherbrooke,Sherbrooke,ME,erratic,1.0,1.871,74,106.61,0.0
CP05 - Sherbrooke,Sherbrooke,MK,erratic,1.034,4.378,61,63.34,3.3
CP05 - Sherbrooke,Sherbrooke,PA,erratic,1.071,0.982,45,15.13,6.7
CP05 - Sherbrooke,Sherbrooke,PC,erratic,1.0,1.969,75,1090.71,0.0
CP05 - Sherbrooke,Sherbrooke,PI,erratic,1.013,0.804,79,210.4,1.3
CP05 - Sherbrooke,Sherbrooke,SA,erratic,1.0,0.819,15,2.47,0.0
CP05 - Sherbrooke,Sherbrooke,SE,erratic,1.0,0.684,77,94.22,0.0
CP05 - Sherbrooke,Sherbrooke,SP,erratic,1.055,0.846,58,7.07,5.2
CP05 - Sherbrooke,Sherbrooke,TO,erratic,1.065,1.331,49,15.82,6.1
CP06 - Granby,Granby,AB,lumpy,1.333,0.504,4,4.0,25.0
CP06 - Granby,Granby,AP,erratic,1.0,1.198,124,1661.91,0.0
CP06 - Granby,Granby,AS,smooth,1.008,0.296,124,23.47,0.8
CP06 - Granby,Granby,BQ,erratic,1.01,1.167,104,19.2,1.0
CP06 - Granby,Granby,CA,smooth,1.0,0.055,16,1.06,0.0
CP06 - Granby,Granby,CH,erratic,1.022,0.586,93,6.03,2.2
CP06 - Granby,Granby,CR,erratic,1.036,3.794,57,8.28,3.5
CP06 - Granby,Granby,DI,lumpy,inf,inf,3,0.0,100.0
CP06 - Granby,Granby,FI,erratic,1.018,3.876,115,9.08,1.7
CP06 - Granby,Granby,GA,erratic,1.01,2.689,102,30.54,1.0
CP06 - Granby,Granby,HT,erratic,1.011,0.627,93,5.97,1.1
CP06 - Granby,Granby,IN,erratic,1.0,0.712,123,1841.38,0.0
CP06 - Granby,Granby,LI,erratic,1.008,0.922,121,89.58,0.8
CP06 - Granby,Granby,LO,erratic,1.0,1.639,124,67.2,0.0
CP06 - Granby,Granby,ME,erratic,1.025,1.386,122,188.02,2.5
CP06 - Granby,Granby,MK,erratic,1.047,5.554,45,3.31,4.4
CP06 - Granby,Granby,PA,erratic,1.0,2.407,73,12.33,0.0
CP06 - Granby,Granby,PB,smooth,1.0,0.0,2,1.0,0.0
CP06 - Granby,Granby,PC,erratic,1.0,1.363,124,817.01,0.0
CP06 - Granby,Granby,PI,erratic,1.0,0.594,124,88.6,0.0
CP06 - Granby,Granby,SA,erratic,1.2,0.545,6,2.83,16.7
CP06 - Granby,Granby,SE,erratic,1.017,0.601,122,3748.39,1.6
CP06 - Granby,Granby,SP,smooth,1.052,0.443,102,4.23,4.9
CP06 - Granby,Granby,TO,erratic,1.04,0.517,103,8.28,3.9
CP07 - Laval,Laval,AP,erratic,1.0,2.023,123,610.01,0.0
CP07 - Laval,Laval,AS,smooth,1.0,0.328,123,49.54,0.0
CP07 - Laval,Laval,BQ,erratic,1.0,0.916,108,19.17,0.0
CP07 - Laval,Laval,CA,smooth,1.0,0.144,7,1.29,0.0
CP07 - Laval,Laval,CC,intermittent,56.0,0.0,56,0.02,98.2
CP07 - Laval,Laval,CH,erratic,1.0,0.862,93,9.31,0.0
CP07 - Laval,Laval,CR,smooth,1.061,0.203,35,1.2,5.7
CP07 - Laval,Laval,FI,erratic,1.008,0.526,122,11.66,0.8
CP07 - Laval,Laval,GA,erratic,1.009,0.817,110,21.45,0.9
CP07 - Laval,Laval,HT,erratic,1.0,0.666,91,8.75,0.0
CP07 - Laval,Laval,IN,erratic,1.0,2.066,103,116.54,0.0
CP07 - Laval,Laval,LI,erratic,1.0,0.878,120,12.13,0.0
CP07 - Laval,Laval,LO,erratic,1.008,1.944,124,132.05,0.8
CP07 - Laval,Laval,ME,erratic,1.008,1.179,124,259.65,0.8
CP07 - Laval,Laval,MK,erratic,1.0,0.516,28,2.89,0.0
CP07 - Laval,Laval,PA,erratic,1.012,1.248,87,26.82,1.1
CP07 - Laval,Laval,PB,smooth,1.0,0.109,7,1.14,0.0
CP07 - Laval,Laval,PC,erratic,1.0,1.414,124,1048.72,0.0
CP07 - Laval,Laval,PI,erratic,1.0,1.253,124,1551.5,0.0
CP07 - Laval,Laval,SA,erratic,1.13,1.119,26,1.46,11.5
CP07 - Laval,Laval,SE,erratic,1.017,2.467,119,76.88,1.7
CP07 - Laval,Laval,SP,smooth,1.0,0.262,101,4.34,0.0
CP07 - Laval,Laval,TO,erratic,1.0,0.724,99,14.14,0.0
CP08 - Longueuil,Longueuil,AB,smooth,1.0,0.0,1,1.0,0.0
CP08 - Longueuil,Longueuil,AM,erratic,1.043,3.137,24,4.71,4.2
CP08 - Longueuil,Longueuil,AP,erratic,1.0,1.689,120,499.92,0.0
CP08 - Longueuil,Longueuil,AS,erratic,1.0,1.083,122,250.2,0.0
CP08 - Longueuil,Longueuil,AZ,erratic,1.0,3.602,94,77.0,0.0
CP08 - Longueuil,Longueuil,BQ,erratic,1.0,0.823,86,9.48,0.0
CP08 - Longueuil,Longueuil,CA,smooth,1.0,0.0,2,1.0,0.0
CP08 - Longueuil,Longueuil,CC,erratic,1.057,0.54,37,2.03,5.4
CP08 - Longueuil,Longueuil,CH,erratic,1.0,0.593,96,5.5,0.0
CP08 - Longueuil,Longueuil,CR,erratic,1.0,1.017,49,4.45,0.0
CP08 - Longueuil,Longueuil,DI,erratic,1.026,2.82,39,4.41,2.6
CP08 - Longueuil,Longueuil,FI,erratic,1.008,0.983,120,7.02,0.8
CP08 - Longueuil,Longueuil,GA,erratic,1.022,6.005,95,9.67,2.1
CP08 - Longueuil,Longueuil,HT,erratic,1.011,0.814,91,5.91,1.1
CP08 - Longueuil,Longueuil,IN,erratic,1.0,0.601,91,7.04,0.0
CP08 - Longueuil,Longueuil,INM,erratic,1.0,5.031,99,158.26,0.0
CP08 - Longueuil,Longueuil,LI,erratic,1.0,1.541,114,23.47,0.0
CP08 - Longueuil,Longueuil,LO,erratic,1.0,1.826,118,55.17,0.0
CP08 - Longueuil,Longueuil,ME,erratic,1.0,1.331,116,72.18,0.0
CP08 - Longueuil,Longueuil,MK,erratic,1.0,0.635,70,2.64,0.0
CP08 - Longueuil,Longueuil,PA,erratic,1.038,1.095,54,8.41,3.7
CP08 - Longueuil,Longueuil,PB,smooth,1.0,0.14,7,1.43,0.0
CP08 - Longueuil,Longueuil,PC,erratic,1.0,1.612,122,621.22,0.0
CP08 - Longueuil,Longueuil,PI,erratic,1.008,1.324,122,118.66,0.8
CP08 - Longueuil,Longueuil,SA,intermittent,1.333,0.0,4,0.75,25.0
CP08 - Longueuil,Longueuil,SE,erratic,1.0,0.552,118,41.35,0.0
CP08 - Longueuil,Longueuil,SP,smooth,1.0,0.38,70,1.87,0.0
CP08 - Longueuil,Longueuil,TO,erratic,1.0,0.901,61,6.25,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,AP,erratic,1.0,1.416,121,282.26,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,AS,erratic,1.0,0.519,121,49.32,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,BQ,erratic,1.019,1.191,108,23.37,1.9
CP10 - Saint-Jérôme,Saint-Jérôme,CA,smooth,1.0,0.109,7,1.14,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,CC,erratic,1.049,1.491,86,3.7,4.7
CP10 - Saint-Jérôme,Saint-Jérôme,CH,erratic,1.012,0.585,85,6.34,1.2
CP10 - Saint-Jérôme,Saint-Jérôme,CR,erratic,1.143,0.863,24,5.75,12.5
CP10 - Saint-Jérôme,Saint-Jérôme,DI,erratic,1.01,1.78,100,15.97,1.0
CP10 - Saint-Jérôme,Saint-Jérôme,DO,erratic,1.0,0.535,7,66.71,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,FI,erratic,1.037,1.237,111,4.63,3.6
CP10 - Saint-Jérôme,Saint-Jérôme,GA,erratic,1.057,0.884,92,10.73,5.4
CP10 - Saint-Jérôme,Saint-Jérôme,HT,erratic,1.023,0.52,90,6.17,2.2
CP10 - Saint-Jérôme,Saint-Jérôme,IN,erratic,1.051,4.137,103,140.06,4.9
CP10 - Saint-Jérôme,Saint-Jérôme,LI,erratic,1.021,4.03,97,8.09,2.1
CP10 - Saint-Jérôme,Saint-Jérôme,LO,erratic,1.0,1.927,120,81.41,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,ME,erratic,1.009,1.49,116,114.9,0.9
CP10 - Saint-Jérôme,Saint-Jérôme,MK,smooth,1.0,0.319,17,2.76,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,PA,erratic,1.013,1.04,77,20.06,1.3
CP10 - Saint-Jérôme,Saint-Jérôme,PC,erratic,1.0,1.205,122,701.83,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,PI,erratic,1.0,1.112,121,1082.48,0.0
CP10 - Saint-Jérôme,Saint-Jérôme,SA,erratic,1.125,0.706,9,2.11,11.1
CP10 - Saint-Jérôme,Saint-Jérôme,SE,erratic,1.017,0.545,121,51.16,1.7
CP10 - Saint-Jérôme,Saint-Jérôme,SP,erratic,1.009,0.913,113,30.22,0.9
CP10 - Saint-Jérôme,Saint-Jérôme,TO,erratic,1.032,2.229,98,9.23,3.1
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,AM,erratic,1.125,1.831,9,25.11,11.1
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,AP,erratic,1.0,2.101,94,853.27,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,AS,erratic,1.0,0.7,79,32.1,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,AZ,erratic,1.0,5.858,65,113.94,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,BQ,erratic,1.0,1.262,58,14.67,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,CH,erratic,1.0,1.123,71,5.08,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,CR,erratic,1.019,8.533,54,16.76,1.9
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,DI,erratic,1.096,3.103,80,14.19,8.8
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,FI,erratic,1.0,0.628,72,10.65,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,GA,erratic,1.018,0.846,57,15.02,1.8
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,HT,erratic,1.0,0.82,60,5.28,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,IN,erratic,1.0,1.219,77,9.35,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,LI,erratic,1.015,2.321,66,9.97,1.5
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,LO,erratic,1.0,1.88,66,94.33,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,ME,erratic,1.014,1.621,75,86.12,1.3
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,PB,smooth,1.0,0.187,3,2.67,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,PC,erratic,1.0,2.613,88,646.88,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,PI,erratic,1.013,1.495,78,103.62,1.3
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,SA,smooth,1.0,0.222,2,1.5,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,SE,erratic,1.025,1.319,83,37.34,2.4
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,SP,erratic,1.0,0.499,46,2.15,0.0
CP11 - Vaudreuil-Dorion,Vaudreuil-Dorion,TO,erratic,1.0,0.95,67,6.39,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,AP,erratic,1.014,2.347,71,574.62,1.4
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,AS,erratic,1.0,0.904,71,48.87,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,AZ,erratic,1.048,1.08,22,14.82,4.5
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,BQ,erratic,1.021,0.928,49,6.1,2.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,CC,erratic,1.0,1.487,27,3.89,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,CH,erratic,1.061,0.858,35,4.86,5.7
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,CR,smooth,1.143,0.144,8,1.12,12.5
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,DI,erratic,1.135,22.796,59,52.15,11.9
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,FI,erratic,1.034,3.025,30,3.3,3.3
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,GA,erratic,1.026,0.95,40,5.98,2.5
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,HT,erratic,1.3,1.978,26,23.69,23.1
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,IN,erratic,1.205,2.276,47,4.47,17.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,LI,erratic,1.027,0.653,38,3.08,2.6
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,LO,erratic,1.0,1.582,59,15.69,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,ME,erratic,1.1,2.792,55,27.18,9.1
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,MK,smooth,1.0,0.136,10,1.4,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,NO,smooth,1.0,0.2,6,2.0,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,PA,lumpy,1.52,0.831,38,2.79,34.2
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,PC,erratic,1.0,1.322,71,201.34,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,PI,erratic,1.0,1.449,16,2.62,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,SA,smooth,1.0,0.0,1,5.0,0.0
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,SE,erratic,1.245,5.437,61,130.26,19.7
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,SP,smooth,1.028,0.446,37,2.0,2.7
CP12 - St-Georges-de-Beauce,St-Georges-de-Beauce,TO,erratic,1.207,0.837,35,5.4,17.1
CP13 - Victoriaville,Victoriaville,AM,smooth,1.071,0.101,15,1.07,6.7
CP13 - Victoriaville,Victoriaville,AP,erratic,1.0,0.94,112,651.83,0.0
CP13 - Victoriaville,Victoriaville,AS,smooth,1.0,0.357,113,37.19,0.0
CP13 - Victoriaville,Victoriaville,AZ,erratic,1.043,3.026,49,87.8,4.1
CP13 - Victoriaville,Victoriaville,BI,erratic,1.012,0.621,84,5.18,1.2
CP13 - Victoriaville,Victoriaville,BQ,erratic,1.0,0.736,77,8.12,0.0
CP13 - Victoriaville,Victoriaville,CC,erratic,1.013,1.091,76,3.32,1.3
CP13 - Victoriaville,Victoriaville,CH,erratic,1.022,0.545,91,6.4,2.2
CP13 - Victoriaville,Victoriaville,CR,erratic,1.104,2.84,53,10.09,9.4
CP13 - Victoriaville,Victoriaville,DI,smooth,1.0,0.32,2,5.0,0.0
CP13 - Victoriaville,Victoriaville,FI,erratic,1.022,0.782,95,3.23,2.1
CP13 - Victoriaville,Victoriaville,GA,erratic,1.025,0.591,82,6.88,2.4
CP13 - Victoriaville,Victoriaville,HT,erratic,1.0,0.719,82,7.61,0.0
CP13 - Victoriaville,Victoriaville,IN,erratic,1.033,0.643,94,7.1,3.2
CP13 - Victoriaville,Victoriaville,LI,erratic,1.01,1.966,100,9.07,1.0
CP13 - Victoriaville,Victoriaville,LO,erratic,1.0,1.493,109,34.06,0.0
CP13 - Victoriaville,Victoriaville,ME,erratic,1.009,1.352,108,47.6,0.9
CP13 - Victoriaville,Victoriaville,MK,erratic,1.0,0.631,42,2.36,0.0
CP13 - Victoriaville,Victoriaville,PA,erratic,1.067,0.944,48,5.94,6.2
CP13 - Victoriaville,Victoriaville,PC,erratic,1.0,1.131,113,458.33,0.0
CP13 - Victoriaville,Victoriaville,PI,erratic,1.027,1.132,113,45.99,2.7
CP13 - Victoriaville,Victoriaville,SA,smooth,1.0,0.254,8,1.5,0.0
CP13 - Victoriaville,Victoriaville,SE,erratic,1.057,1.37,111,43.04,5.4
CP13 - Victoriaville,Victoriaville,SP,smooth,1.024,0.358,87,2.97,2.3
CP13 - Victoriaville,Victoriaville,TO,erratic,1.017,0.737,61,6.1,1.6
CP15 - Repentigny,Repentigny,AB,erratic,1.0,0.756,7,2.71,0.0
CP15 - Repentigny,Repentigny,AM,erratic,1.048,0.929,44,3.18,4.5
CP15 - Repentigny,Repentigny,AP,erratic,1.016,2.23,124,660.46,1.6
CP15 - Repentigny,Repentigny,AS,smooth,1.0,0.438,124,21.15,0.0
CP15 - Repentigny,Repentigny,AZ,erratic,1.036,3.934,87,99.72,3.4
CP15 - Repentigny,Repentigny,BQ,erratic,1.033,1.14,95,12.15,3.2
CP15 - Repentigny,Repentigny,CA,smooth,1.0,0.0,3,1.0,0.0
CP15 - Repentigny,Repentigny,CC,smooth,1.0,0.0,1,1.0,0.0
CP15 - Repentigny,Repentigny,CH,erratic,1.0,1.414,87,6.55,0.0
CP15 - Repentigny,Repentigny,CR,erratic,1.047,0.977,45,6.42,4.4
CP15 - Repentigny,Repentigny,DI,erratic,1.0,3.101,48,6.98,0.0
CP15 - Repentigny,Repentigny,FI,erratic,1.009,0.49,111,5.33,0.9
CP15 - Repentigny,Repentigny,GA,erratic,1.022,1.678,94,12.13,2.1
CP15 - Repentigny,Repentigny,HT,erratic,1.024,1.065,85,6.2,2.4
CP15 - Repentigny,Repentigny,IN,erratic,1.076,0.761,85,5.84,7.1
CP15 - Repentigny,Repentigny,INM,erratic,1.061,10.905,87,31.51,5.7
CP15 - Repentigny,Repentigny,LI,erratic,1.018,1.485,112,18.29,1.8
CP15 - Repentigny,Repentigny,LO,erratic,1.0,2.372,122,62.93,0.0
CP15 - Repentigny,Repentigny,ME,erratic,1.009,1.759,114,75.4,0.9
CP15 - Repentigny,Repentigny,MK,erratic,1.0,1.035,35,2.71,0.0
CP15 - Repentigny,Repentigny,PA,erratic,1.0,0.868,65,11.0,0.0
CP15 - Repentigny,Repentigny,PB,smooth,1.2,0.139,6,1.0,16.7
CP15 - Repentigny,Repentigny,PC,erratic,1.0,1.69,124,614.36,0.0
CP15 - Repentigny,Repentigny,PI,erratic,1.016,1.547,124,94.81,1.6
CP15 - Repentigny,Repentigny,SA,smooth,1.0,0.16,4,1.25,0.0
CP15 - Repentigny,Repentigny,SE,erratic,1.044,6.999,118,31.62,4.2
CP15 - Repentigny,Repentigny,SP,smooth,1.018,0.305,56,2.07,1.8
CP15 - Repentigny,Repentigny,TO,erratic,1.058,0.966,55,5.33,5.5
CP16 - Chicoutimi,Chicoutimi,AM,erratic,1.111,4.133,20,10.75,10.0
CP16 - Chicoutimi,Chicoutimi,AP,erratic,1.008,3.853,121,1562.44,0.8
CP16 - Chicoutimi,Chicoutimi,AS,erratic,1.0,0.607,121,45.86,0.0
CP16 - Chicoutimi,Chicoutimi,AZ,erratic,1.042,3.227,74,61.09,4.1
CP16 - Chicoutimi,Chicoutimi,BQ,erratic,1.0,1.37,112,21.79,0.0
CP16 - Chicoutimi,Chicoutimi,CA,erratic,1.111,8.27,10,208.3,10.0
