No. Article,Division,Catégorie,Groupe de produit,Répliqué-Franchisé
1605640,PI,ZSP,PAS,0.0
1605641,PI,ZSP,PAS,0.0
1605642,PI,ZSP,PAS,0.0
1605643,PI,ZSP,PAS,0.0
1605644,PI,ZSP,PAS,0.0
1605645,PI,ZSP,PAS,0.0
1605646,PI,ZSP,PAS,0.0
1605648,PI,ZSP,PAS,0.0
1605649,PI,ZSP,PAS,0.0
1605650,PI,ZSP,PAS,0.0
1605651,PI,ZSP,PAS,0.0
1605652,PI,ZSP,PAS,0.0
1605653,PI,ZSP,PAS,0.0
1605654,PI,ZSP,PAS,0.0
1605655,PI,ZSP,PAS,0.0
1605656,PI,ZSP,PAS,0.0
1605657,PI,ZSP,PAS,0.0
1605658,PI,ZSP,PAS,0.0
1605659,PI,ZSP,PAS,0.0
1605660,PI,ZSP,PAS,0.0
1605661,PI,ZSP,PAS,0.0
1605777,PI,ZSP,PAS,0.0
1606032,PI,ZSP,PAS,0.0
1606045,PI,ZSP,PAS,0.0
1606054,PI,ZSP,PAS,0.0
4003532,PI,ZSP,PAS,0.0
4003533,PI,ZSP,PAS,0.0
4003540,PI,ZSP,PAS,0.0
4003563,PI,ZSP,PAS,0.0
4003565,PI,ZSP,PAS,0.0
4003567,PI,ZSP,PAS,0.0
4003573,PI,ZSP,PAS,0.0
4003574,PI,ZSP,PAS,0.0
4003579,PI,ZSP,PAS,0.0
4003581,PI,ZSP,PAS,0.0
4003582,PI,ZSP,PAS,0.0
4003591,PI,ZSP,PAS,0.0
4003592,PI,ZSP,PAS,0.0
4003615,PI,ZSP,PAS,0.0
4003635,PI,ZSP,PAS,0.0
4003636,PI,ZSP,PAS,0.0
4003638,PI,ZSP,PAS,0.0
4003648,PI,ZSP,PAS,0.0
4003653,PI,ZSP,PAS,0.0
4003663,PI,ZSP,PAS,0.0
4003667,PI,ZSP,PAS,0.0
4003672,PI,ZSP,PAS,0.0
4003682,PI,ZSP,PAS,0.0
4003714,PI,ZSP,PAS,0.0
4003755,PI,ZSP,PAS,0.0
4003756,PI,ZSP,PAS,0.0
4003757,PI,ZSP,PAS,0.0
4003776,PI,ZSP,PAS,0.0
4003777,PI,ZSP,PAS,0.0
4003778,PI,ZSP,PAS,0.0
4003785,PI,ZSP,PAS,0.0
4003797,PI,ZSP,PAS,0.0
4003812,PI,ZSP,PAS,0.0
4003814,PI,ZSP,PAS,0.0
4003817,PI,ZSP,PAS,0.0
4003819,PI,ZSP,PAS,0.0
4003827,PI,ZSP,PAS,0.0
4003836,PI,ZSP,PAS,0.0
4003837,PI,ZSP,PAS,0.0
4003838,PI,ZSP,PAS,0.0
4003839,PI,ZSP,PAS,0.0
4003840,PI,ZSP,PAS,0.0
4003841,PI,ZSP,PAS,0.0
4003842,PI,ZSP,PAS,0.0
4003843,PI,ZSP,PAS,0.0
4003844,PI,ZSP,PAS,0.0
4003845,PI,ZSP,PAS,0.0
4003851,PI,ZSP,PAS,0.0
4003854,PI,ZSP,PAS,0.0
4003855,PI,ZSP,PAS,0.0
4003856,PI,ZSP,PAS,0.0
4003857,PI,ZSP,PAS,0.0
4003858,PI,ZSP,PAS,0.0
4003859,PI,ZSP,PAS,0.0
4003860,PI,ZSP,PAS,0.0
4003861,PI,ZSP,PAS,0.0
4003869,PI,ZSP,PAS,0.0
4003889,PI,ZSP,PAS,0.0
4003891,PI,ZSP,PAS,0.0
4003892,PI,ZSP,PAS,0.0
4003893,PI,ZSP,PAS,0.0
4003894,PI,ZSP,PAS,0.0
4003895,PI,ZSP,PAS,0.0
4003896,PI,ZSP,PAS,0.0
4003897,PI,ZSP,PAS,0.0
4003898,PI,ZSP,PAS,0.0
4003899,PI,ZSP,PAS,0.0
4003900,PI,ZSP,PAS,0.0
4003901,PI,ZSP,PAS,0.0
4003902,PI,ZSP,PAS,0.0
4003904,PI,ZSP,PAS,0.0
4003905,PI,ZSP,PAS,0.0
4003914,PI,ZSP,PAS,0.0
4003915,PI,ZSP,PAS,0.0
4003916,PI,ZSP,PAS,0.0
4003917,PI,ZSP,PAS,0.0
4003918,PI,ZSP,PAS,0.0
4003919,PI,ZSP,PAS,0.0
4003920,PI,ZSP,PAS,0.0
4003925,PI,ZSP,PAS,0.0
4003926,PI,ZSP,PAS,0.0
4003946,PI,ZSP,PAS,0.0
4003947,PI,ZSP,PAS,0.0
4003963,PI,ZSP,PAS,0.0
4003967,PI,ZSP,PAS,0.0
4003968,PI,ZSP,PAS,0.0
4003971,PI,ZSP,PAS,0.0
4003976,PI,ZSP,PAS,0.0
4003990,PI,ZSP,PAS,0.0
4003991,PI,ZSP,PAS,0.0
4003995,PI,ZSP,PAS,0.0
4003996,PI,ZSP,PAS,0.0
4003997,PI,ZSP,PAS,0.0
4003998,PI,ZSP,PAS,0.0
4003999,PI,ZSP,PAS,0.0
4004000,PI,ZSP,PAS,0.0
4004001,PI,ZSP,PAS,0.0
4004002,PI,ZSP,PAS,0.0
4004003,PI,ZSP,PAS,0.0
4004004,PI,ZSP,PAS,0.0
4004005,PI,ZSP,PAS,0.0
4004006,PI,ZSP,PAS,0.0
4004007,PI,ZSP,PAS,0.0
4004008,PI,ZSP,PAS,0.0
4004009,PI,ZSP,PAS,0.0
4004010,PI,ZSP,PAS,0.0
4004013,PI,ZSP,PAS,0.0
4004014,PI,ZSP,PAS,0.0
4004015,PI,ZSP,PAS,0.0
4004016,PI,ZSP,PAS,0.0
4004017,PI,ZSP,PAS,0.0
4004018,PI,ZSP,PAS,0.0
4004019,PI,ZSP,PAS,0.0
4004020,PI,ZSP,PAS,0.0
4004021,PI,ZSP,PAS,0.0
4004030,PI,ZSP,PAS,0.0
4004031,PI,ZSP,PAS,0.0
4004032,PI,ZSP,PAS,0.0
4004056,PI,ZSP,PAS,0.0
4004057,PI,ZSP,PAS,0.0
4004058,PI,ZSP,PAS,0.0
4004059,PI,ZSP,PAS,0.0
4004092,PI,ZSP,PAS,0.0
4004110,PI,ZSP,PAS,0.0
4003813,PI,ZSP,PAS,0.0
4004208,PI,ZSP,PAS,0.0
4004223,PI,ZSP,PAS,0.0
4004235,PI,ZSP,PAS,0.0
4004265,PI,ZSP,PAS,0.0
4004272,PI,ZSP,PAS,0.0
4004274,PI,ZSP,PAS,0.0
4004282,PI,ZSP,PAS,0.0
4004283,PI,ZSP,PAS,0.0
4004290,PI,ZSP,PAS,0.0
4004325,PI,ZSP,PAS,0.0
4004326,PI,ZSP,PAS,0.0
4004327,PI,ZSP,PAS,0.0
4004328,PI,ZSP,PAS,0.0
4004333,PI,ZSP,PAS,0.0
4004335,PI,ZSP,PAS,0.0
4004342,PI,ZSP,PAS,0.0
4004343,PI,ZSP,PAS,0.0
4004344,PI,ZSP,PAS,0.0
4004345,PI,ZSP,PAS,0.0
4004346,PI,ZSP,PAS,0.0
4004347,PI,ZSP,PAS,0.0
4004348,PI,ZSP,PAS,0.0
4004351,PI,ZSP,PAS,0.0
4004358,PI,ZSP,PAS,0.0
4004372,PI,ZSP,PAS,0.0
4004373,PI,ZSP,PAS,0.0
4004382,PI,ZSP,PAS,0.0
4004384,PI,ZSP,PAS,0.0
4004487,PI,ZSP,PAS,0.0
4004489,PI,ZSP,PAS,0.0
4004514,PI,ZSP,PAS,0.0
4004517,PI,ZSP,PAS,0.0
4004521,PI,ZSP,PAS,0.0
4004527,PI,ZSP,PAS,0.0
4004538,PI,ZSP,PAS,0.0
4004555,PI,ZSP,PAS,0.0
4004580,PI,ZSP,PAS,0.0
4004582,PI,ZSP,PAS,0.0
4004598,PI,ZSP,PAS,0.0
4004614,PI,ZSP,PAS,0.0
4004615,PI,ZSP,PAS,0.0
4004617,PI,ZSP,PAS,0.0
4004618,PI,ZSP,PAS,0.0
4004619,PI,ZSP,PAS,0.0
4004623,PI,ZSP,PAS,0.0
4004627,PI,ZSP,PAS,0.0
4004640,PI,ZSP,PAS,0.0
4004641,PI,ZSP,PAS,0.0
4004642,PI,ZSP,PAS,0.0
4004643,PI,ZSP,PAS,0.0
4004644,PI,ZSP,PAS,0.0
4004647,PI,ZSP,PAS,0.0
4004648,PI,ZSP,PAS,0.0
4004653,PI,ZSP,PAS,0.0
4004665,PI,ZSP,PAS,0.0
4004666,PI,ZSP,PAS,0.0
4004687,PI,ZSP,PAS,0.0
4004688,PI,ZSP,PAS,0.0
4004689,PI,ZSP,PAS,0.0
4004690,PI,ZSP,PAS,0.0
4004718,PI,ZSP,PAS,0.0
4004721,PI,ZSP,PAS,0.0
4004722,PI,ZSP,PAS,0.0
4004728,PI,ZSP,PAS,0.0
4004772,PI,ZSP,PAS,0.0
4004777,PI,ZSP,PAS,0.0
4004785,PI,ZSP,PAS,0.0
4004786,PI,ZSP,PAS,0.0
4004815,PI,ZSP,PAS,0.0
4004824,PI,ZSP,PAS,0.0
4004825,PI,ZSP,PAS,0.0
4004826,PI,ZSP,PAS,0.0
4004827,PI,ZSP,PAS,0.0
4004828,PI,ZSP,PAS,0.0
4004831,PI,ZSP,PAS,0.0
4005057,PI,ZSP,PAS,0.0
4005292,PI,ZSP,PAS,0.0
4005293,PI,ZSP,PAS,0.0
4005303,PI,ZSP,PAS,0.0
4005304,PI,ZSP,PAS,0.0
4005376,PI,ZSP,PAS,0.0
4005484,PI,ZSP,PAS,0.0
4005485,PI,ZSP,PAS,0.0
4003705,PI,ZSP,PAS,0.0
4005058,PI,ZSP,PAS,0.0
1702348,PI,ZSP,PAS,0.0
1702349,PI,ZSP,PAS,0.0
1702350,PI,ZSP,PAS,0.0
1702357,PI,ZSP,PAS,0.0
1702371,PI,ZSP,PAS,0.0
1702372,PI,ZSP,PAS,0.0
1702377,PI,ZSP,PAS,0.0
1702421,PI,ZSP,PAS,0.0
1702427,PI,ZSP,PAS,0.0
1702435,PI,ZSP,PAS,0.0
1702439,PI,ZSP,PAS,0.0
1702440,PI,ZSP,PAS,0.0
1702441,PI,ZSP,PAS,0.0
1702442,PI,ZSP,PAS,0.0
1702481,PI,ZSP,PAS,0.0
1702482,PI,ZSP,PAS,0.0
1702502,PI,ZSP,PAS,0.0
1702504,PI,ZSP,PAS,0.0
1702523,PI,ZSP,PAS,0.0
1702532,PI,ZSP,PAS,0.0
1702538,PI,ZSP,PAS,0.0
1702539,PI,ZSP,PAS,0.0
1702540,PI,ZSP,PAS,0.0
1702550,PI,ZSP,PAS,0.0
1702558,PI,ZSP,PAS,0.0
1702559,PI,ZSP,PAS,0.0
1702570,PI,ZSP,PAS,0.0
1702571,PI,ZSP,PAS,0.0
1702572,PI,ZSP,PAS,0.0
1702573,PI,ZSP,PAS,0.0
1702574,PI,ZSP,PAS,0.0
1702586,PI,ZSP,PAS,0.0
1702594,PI,ZSP,PAS,0.0
1702598,PI,ZSP,PAS,0.0
1702602,PI,ZSP,PAS,0.0
1702604,PI,ZSP,PAS,0.0
1702605,PI,ZSP,PAS,0.0
1702606,PI,ZSP,PAS,0.0
1702607,PI,ZSP,PAS,0.0
1702608,PI,ZSP,PAS,0.0
1702609,PI,ZSP,PAS,0.0
1702611,PI,ZSP,PAS,0.0
1702622,PI,ZSP,PAS,0.0
1702623,PI,ZSP,PAS,0.0
1702625,PI,ZSP,PAS,0.0
1702635,PI,ZSP,PAS,0.0
1702637,PI,ZSP,PAS,0.0
1702644,PI,ZSP,PAS,0.0
1702645,PI,ZSP,PAS,0.0
1702646,PI,ZSP,PAS,0.0
1702650,PI,ZSP,PAS,0.0
1702669,PI,ZSP,PAS,0.0
1702695,PI,ZSP,PAS,0.0
1702698,PI,ZSP,PAS,0.0
1702702,PI,ZSP,PAS,0.0
1702703,PI,ZSP,PAS,0.0
1702704,PI,ZSP,PAS,0.0
1702705,PI,ZSP,PAS,0.0
1702706,PI,ZSP,PAS,0.0
1702707,PI,ZSP,PAS,0.0
1702708,PI,ZSP,PAS,0.0
1702709,PI,ZSP,PAS,0.0
1702710,PI,ZSP,PAS,0.0
1702712,PI,ZSP,PAS,0.0
1702713,PI,ZSP,PAS,0.0
1702714,PI,ZSP,PAS,0.0
1702715,PI,ZSP,PAS,0.0
1702716,PI,ZSP,PAS,0.0
1702717,PI,ZSP,PAS,0.0
1702718,PI,ZSP,PAS,0.0
1702719,PI,ZSP,PAS,0.0
1702720,PI,ZSP,PAS,0.0
1702721,PI,ZSP,PAS,0.0
1702722,PI,ZSP,PAS,0.0
1702723,PI,ZSP,PAS,0.0
1702725,PI,ZSP,PAS,0.0
1702727,PI,ZSP,PAS,0.0
1702728,PI,ZSP,PAS,0.0
1702730,PI,ZSP,PAS,0.0
1702731,PI,ZSP,PAS,0.0
1702739,PI,ZSP,PAS,0.0
1702740,PI,ZSP,PAS,0.0
1702741,PI,ZSP,PAS,0.0
1702752,PI,ZSP,PAS,0.0
1702754,PI,ZSP,PAS,0.0
1702755,PI,ZSP,PAS,0.0
1702764,PI,ZSP,PAS,0.0
1702765,PI,ZSP,PAS,0.0
1702773,PI,ZSP,PAS,0.0
1702782,PI,ZSP,PAS,0.0
1702815,PI,ZSP,PAS,0.0
1702915,PI,ZSP,PAS,0.0
1702931,PI,ZSP,PAS,0.0
1702932,PI,ZSP,PAS,0.0
1702933,PI,ZSP,PAS,0.0
1702935,PI,ZSP,PAS,0.0
1702936,PI,ZSP,PAS,0.0
1702938,PI,ZSP,PAS,0.0
1702939,PI,ZSP,PAS,0.0
1702940,PI,ZSP,PAS,0.0
1702941,PI,ZSP,PAS,0.0
1702945,PI,ZSP,PAS,0.0
1702947,PI,ZSP,PAS,0.0
1702955,PI,ZSP,PAS,0.0
1702956,PI,ZSP,PAS,0.0
1702958,PI,ZSP,PAS,0.0
1702984,PI,ZSP,PAS,0.0
1703001,PI,ZSP,PAS,0.0
1703029,PI,ZSP,PAS,0.0
1703037,PI,ZSP,PAS,0.0
1703038,PI,ZSP,PAS,0.0
1703040,PI,ZSP,PAS,0.0
1703041,PI,ZSP,PAS,0.0
1703042,PI,ZSP,PAS,0.0
1703044,PI,ZSP,PAS,0.0
1703046,PI,ZSP,PAS,0.0
1703072,PI,ZSP,PAS,0.0
1703078,PI,ZSP,PAS,0.0
1703089,PI,ZSP,PAS,0.0
1703090,PI,ZSP,PAS,0.0
1703099,PI,ZSP,PAS,0.0
1703120,PI,ZSP,PAS,0.0
1703121,PI,ZSP,PAS,0.0
1703122,PI,ZSP,PAS,0.0
1703125,PI,ZSP,PAS,0.0
1703129,PI,ZSP,PAS,0.0
1703130,PI,ZSP,PAS,0.0
1703145,PI,ZSP,PAS,0.0
1703146,PI,ZSP,PAS,0.0
1703162,PI,ZSP,PAS,0.0
1703164,PI,ZSP,PAS,0.0
1703165,PI,ZSP,PAS,0.0
1703181,PI,ZSP,PAS,0.0
1703196,PI,ZSP,PAS,0.0
1703210,PI,ZSP,PAS,0.0
1703211,PI,ZSP,PAS,0.0
1703212,PI,ZSP,PAS,0.0
1703214,PI,ZSP,PAS,0.0
1703332,PI,ZSP,PAS,0.0
1703333,PI,ZSP,PAS,0.0
1703373,PI,ZSP,PAS,0.0
1703688,PI,ZSP,PAS,0.0
4602068,PI,ZSP,PAS,0.0
4602076,PI,ZSP,PAS,0.0
4602077,PI,ZSP,PAS,0.0
4602081,PI,ZSP,PAS,0.0
4602082,PI,ZSP,PAS,0.0
4602085,PI,ZSP,PAS,0.0
4602086,PI,ZSP,PAS,0.0
4602090,PI,ZSP,PAS,0.0
4602092,PI,ZSP,PAS,0.0
4602107,PI,ZSP,PAS,0.0
4602117,PI,ZSP,PAS,0.0
4602161,PI,ZSP,PAS,0.0
4602180,PI,ZSP,PAS,0.0
4602181,PI,ZSP,PAS,0.0
4602182,PI,ZSP,PAS,0.0
4602183,PI,ZSP,PAS,0.0
4602193,PI,ZSP,PAS,0.0
4602194,PI,ZSP,PAS,0.0
4602195,PI,ZSP,PAS,0.0
4602196,PI,ZSP,PAS,0.0
4602206,PI,ZSP,PAS,0.0
4602223,PI,ZSP,PAS,0.0
4602226,PI,ZSP,PAS,0.0
4602227,PI,ZSP,PAS,0.0
4602228,PI,ZSP,PAS,0.0
4602229,PI,ZSP,PAS,0.0
4602230,PI,ZSP,PAS,0.0
4602246,PI,ZSP,PAS,0.0
4602253,PI,ZSP,PAS,0.0
4602261,PI,ZSP,PAS,0.0
4602262,PI,ZSP,PAS,0.0
4602263,PI,ZSP,PAS,0.0
4602264,PI,ZSP,PAS,0.0
4602266,PI,ZSP,PAS,0.0
4602267,PI,ZSP,PAS,0.0
4602268,PI,ZSP,PAS,0.0
4602269,PI,ZSP,PAS,0.0
4602270,PI,ZSP,PAS,0.0
4602271,PI,ZSP,PAS,0.0
4602273,PI,ZSP,PAS,0.0
4602298,PI,ZSP,PAS,0.0
4602332,PI,ZSP,PAS,0.0
4602333,PI,ZSP,PAS,0.0
4602334,PI,ZSP,PAS,0.0
4602335,PI,ZSP,PAS,0.0
4602336,PI,ZSP,PAS,0.0
4602345,PI,ZSP,PAS,0.0
4602358,PI,ZSP,PAS,0.0
4602367,PI,ZSP,PAS,0.0
4602368,PI,ZSP,PAS,0.0
4602372,PI,ZSP,PAS,0.0
4602390,PI,ZSP,PAS,0.0
4602391,PI,ZSP,PAS,0.0
4602402,PI,ZSP,PAS,0.0
4602405,PI,ZSP,PAS,0.0
4602407,PI,ZSP,PAS,0.0
4602408,PI,ZSP,PAS,0.0
4602416,PI,ZSP,PAS,0.0
4602427,PI,ZSP,PAS,0.0
4602433,PI,ZSP,PAS,0.0
4602436,PI,ZSP,PAS,0.0
4602437,PI,ZSP,PAS,0.0
4602438,PI,ZSP,PAS,0.0
4602439,PI,ZSP,PAS,0.0
4602453,PI,ZSP,PAS,0.0
4602459,PI,ZSP,PAS,0.0
4602467,PI,ZSP,PAS,0.0
4602468,PI,ZSP,PAS,0.0
4602469,PI,ZSP,PAS,0.0
4602471,PI,ZSP,PAS,0.0
4602472,PI,ZSP,PAS,0.0
4602491,PI,ZSP,PAS,0.0
4602492,PI,ZSP,PAS,0.0
4602499,PI,ZSP,PAS,0.0
4602503,PI,ZSP,PAS,0.0
4602542,PI,ZSP,PAS,0.0
4602544,PI,ZSP,PAS,0.0
4602573,PI,ZSP,PAS,0.0
4602576,PI,ZSP,PAS,0.0
4602577,PI,ZSP,PAS,0.0
4602589,PI,ZSP,PAS,0.0
4602592,PI,ZSP,PAS,0.0
4602618,PI,ZSP,PAS,0.0
4602619,PI,ZSP,PAS,0.0
4602620,PI,ZSP,PAS,0.0
4602638,PI,ZSP,PAS,0.0
4602639,PI,ZSP,PAS,0.0
4602644,PI,ZSP,PAS,0.0
4602649,PI,ZSP,PAS,0.0
4602652,PI,ZSP,PAS,0.0
4602668,PI,ZSP,PAS,0.0
4602681,PI,ZSP,PAS,0.0
4602722,PI,ZSP,PAS,0.0
4602798,PI,ZSP,PAS,0.0
4602799,PI,ZSP,PAS,0.0
4602800,PI,ZSP,PAS,0.0
4602801,PI,ZSP,PAS,0.0
4602802,PI,ZSP,PAS,0.0
4602803,PI,ZSP,PAS,0.0
4602804,PI,ZSP,PAS,0.0
4602805,PI,ZSP,PAS,0.0
4602836,PI,ZSP,PAS,0.0
4602844,PI,ZSP,PAS,0.0
4602872,PI,ZSP,PAS,0.0
4602875,PI,ZSP,PAS,0.0
4602876,PI,ZSP,PAS,0.0
4602877,PI,ZSP,PAS,0.0
4602883,PI,ZSP,PAS,0.0
4602905,PI,ZSP,PAS,0.0
4602938,PI,ZSP,PAS,0.0
4602946,PI,ZSP,PAS,0.0
4602958,PI,ZSP,PAS,0.0
4602959,PI,ZSP,PAS,0.0
4602960,PI,ZSP,PAS,0.0
4602965,PI,ZSP,PAS,0.0
4602967,PI,ZSP,PAS,0.0
4603019,PI,ZSP,PAS,0.0
4603020,PI,ZSP,PAS,0.0
4603021,PI,ZSP,PAS,0.0
4603022,PI,ZSP,PAS,0.0
4603023,PI,ZSP,PAS,0.0
1602647,PI,ZSP,PAS,0.0
1602648,PI,ZSP,PAS,0.0
1602649,PI,ZSP,PAS,0.0
1602650,PI,ZSP,PAS,0.0
1603930,PI,ZSP,PAS,0.0
1603931,PI,ZSP,PAS,0.0
1605853,PI,ZSP,PAS,0.0
8004547,PI,ZSP,PAS,0.0
8005100,PI,ZSP,PAS,0.0
8005103,PI,ZSP,PAS,0.0
8005354,PI,ZSP,PAS,0.0
8005355,PI,ZSP,PAS,0.0
8005898,PI,ZSP,PAS,0.0
8005899,PI,ZSP,PAS,0.0
8005900,PI,ZSP,PAS,0.0
8005901,PI,ZSP,PAS,0.0
8005902,PI,ZSP,PAS,0.0
8005903,PI,ZSP,PAS,0.0
8005904,PI,ZSP,PAS,0.0
8005905,PI,ZSP,PAS,0.0
8005906,PI,ZSP,PAS,0.0
8005907,PI,ZSP,PAS,0.0
8005909,PI,ZSP,PAS,0.0
8005965,PI,ZSP,PAS,0.0
8005966,PI,ZSP,PAS,0.0
8005967,PI,ZSP,PAS,0.0
8005968,PI,ZSP,PAS,0.0
8005969,PI,ZSP,PAS,0.0
8006295,PI,ZSP,PAS,0.0
1504554,PI,ZSP,PAS,0.0
1504756,PI,ZSP,PAS,0.0
1505490,PI,ZSP,PAS,0.0
1506280,PI,ZSP,PAS,0.0
1507291,PI,ZSP,PAS,0.0
1507418,PI,ZSP,PAS,0.0
1507436,PI,ZSP,PAS,0.0
1507456,PI,ZSP,PAS,0.0
1507458,PI,ZSP,PAS,0.0
1507507,PI,ZSP,PAS,0.0
1507508,PI,ZSP,PAS,0.0
1507509,PI,ZSP,PAS,0.0
1507510,PI,ZSP,PAS,0.0
1507511,PI,ZSP,PAS,0.0
1508191,PI,ZSP,PAS,0.0
1508428,PI,ZSP,PAS,0.0
1508500,PI,ZSP,PAS,0.0
1508501,PI,ZSP,PAS,0.0
4004483,PI,ZSP,PAS,0.0
4005030,PI,ZSP,PAS,0.0
4005063,PI,ZSP,PAS,0.0
4005114,PI,ZSP,PAS,0.0
4005268,PI,ZSP,PAS,0.0
4005269,PI,ZSP,PAS,0.0
4005270,PI,ZSP,PAS,0.0
4005271,PI,ZSP,PAS,0.0
4005272,PI,ZSP,PAS,0.0
4005273,PI,ZSP,PAS,0.0
4005311,PI,ZSP,PAS,0.0
4005327,PI,ZSP,PAS,0.0
4005328,PI,ZSP,PAS,0.0
4005331,PI,ZSP,PAS,0.0
4005332,PI,ZSP,PAS,0.0
4005333,PI,ZSP,PAS,0.0
4005334,PI,ZSP,PAS,0.0
4005335,PI,ZSP,PAS,0.0
4005336,PI,ZSP,PAS,0.0
4005337,PI,ZSP,PAS,0.0
4005338,PI,ZSP,PAS,0.0
4005339,PI,ZSP,PAS,0.0
4005340,PI,ZSP,PAS,0.0
4005341,PI,ZSP,PAS,0.0
4005342,PI,ZSP,PAS,0.0
4005343,PI,ZSP,PAS,0.0
4005344,PI,ZSP,PAS,0.0
4005346,PI,ZSP,PAS,0.0
4005347,PI,ZSP,PAS,0.0
4005348,PI,ZSP,PAS,0.0
4005349,PI,ZSP,PAS,0.0
4005350,PI,ZSP,PAS,0.0
4005474,PI,ZSP,PAS,0.0
3503645,PI,ZSP,PAS,0.0
3503867,PI,ZSP,PAS,0.0
3503868,PI,ZSP,PAS,0.0
3503869,PI,ZSP,PAS,0.0
3503870,PI,ZSP,PAS,0.0
3503871,PI,ZSP,PAS,0.0
3504069,PI,ZSP,PAS,0.0
3504070,PI,ZSP,PAS,0.0
3504086,PI,ZSP,PAS,0.0
3504087,PI,ZSP,PAS,0.0
1301275,PI,ZSP,PAS,0.0
1301390,PI,ZSP,PAS,0.0
1301477,PI,ZSP,PAS,0.0
1302202,PI,ZSP,PAS,0.0
1302203,PI,ZSP,PAS,0.0
1302204,PI,ZSP,PAS,0.0
1302205,PI,ZSP,PAS,0.0
1302223,PI,ZSP,PAS,0.0
1302224,PI,ZSP,PAS,0.0
1302225,PI,ZSP,PAS,0.0
1302227,PI,ZSP,PAS,0.0
1302243,PI,ZSP,PAS,0.0
1302244,PI,ZSP,PAS,0.0
1302245,PI,ZSP,PAS,0.0
1302658,PI,ZSP,PAS,0.0
1702380,PI,ZSP,PAS,0.0
1703346,PI,ZSP,PAS,0.0
4602142,PI,ZSP,PAS,0.0
4602417,PI,ZSP,PAS,0.0
4602547,PI,ZSP,PAS,0.0
4602939,PI,ZSP,PAS,0.0
4602940,PI,ZSP,PAS,0.0
4602942,PI,ZSP,PAS,0.0
4003531,PI,ZSP,PAS,0.0
4003546,PI,ZSP,PAS,0.0
4003549,PI,ZSP,PAS,0.0
4003619,PI,ZSP,PAS,0.0
4003620,PI,ZSP,PAS,0.0
4003622,PI,ZSP,PAS,0.0
4003625,PI,ZSP,PAS,0.0
4003627,PI,ZSP,PAS,0.0
4003630,PI,ZSP,PAS,0.0
4004041,PI,ZSP,PAS,0.0
8004414,PI,ZSP,PAS,0.0
1504924,PI,ZSP,PAS,0.0
1504966,PI,ZSP,PAS,0.0
1505887,PI,ZSP,PAS,0.0
1506141,PI,ZSP,PAS,0.0
1507079,PI,ZSP,PAS,0.0
4004204,PI,ZSP,PAS,0.0
4004408,PI,ZSP,PAS,0.0
4004409,PI,ZSP,PAS,0.0
4004443,PI,ZSP,PAS,0.0
4004498,PI,ZSP,PAS,0.0
4004502,PI,ZSP,PAS,0.0
4004504,PI,ZSP,PAS,0.0
4004506,PI,ZSP,PAS,0.0
4004509,PI,ZSP,PAS,0.0
4004510,PI,ZSP,PAS,0.0
4004512,PI,ZSP,PAS,0.0
4004524,PI,ZSP,PAS,0.0
4004544,PI,ZSP,PAS,0.0
4004545,PI,ZSP,PAS,0.0
4004551,PI,ZSP,PAS,0.0
4004552,PI,ZSP,PAS,0.0
4004553,PI,ZSP,PAS,0.0
4004561,PI,ZSP,PAS,0.0
4004562,PI,ZSP,PAS,0.0
4004563,PI,ZSP,PAS,0.0
4004564,PI,ZSP,PAS,0.0
4004565,PI,ZSP,PAS,0.0
4004567,PI,ZSP,PAS,0.0
4004569,PI,ZSP,PAS,0.0
4004570,PI,ZSP,PAS,0.0
4004571,PI,ZSP,PAS,0.0
4004573,PI,ZSP,PAS,0.0
4004574,PI,ZSP,PAS,0.0
4004616,PI,ZSP,PAS,0.0
4004705,PI,ZSP,PAS,0.0
4004706,PI,ZSP,PAS,0.0
4004788,PI,ZSP,PAS,0.0
3502724,PI,ZSP,PAS,0.0
3502987,PI,ZSP,PAS,0.0
1301270,PI,ZSP,PAS,0.0
1301271,PI,ZSP,PAS,0.0
1301285,PI,ZSP,PAS,0.0
1301301,PI,ZSP,PAS,0.0
1301315,PI,ZSP,PAS,0.0
1301350,PI,ZSP,PAS,0.0
1301459,PI,ZSP,PAS,0.0
1301482,PI,ZSP,PAS,0.0
1301554,PI,ZSP,PAS,0.0
1301555,PI,ZSP,PAS,0.0
1301590,PI,ZSP,PAS,0.0
1301614,PI,ZSP,PAS,0.0
1301638,PI,ZSP,PAS,0.0
1301661,PI,ZSP,PAS,0.0
1301664,PI,ZSP,PAS,0.0
1301700,PI,ZSP,PAS,0.0
1302194,PI,ZSP,PAS,0.0
1302195,PI,ZSP,PAS,0.0
1302198,PI,ZSP,PAS,0.0
1302206,PI,ZSP,PAS,0.0
1302207,PI,ZSP,PAS,0.0
1302218,PI,ZSP,PAS,0.0
1302219,PI,ZSP,PAS,0.0
1302221,PI,ZSP,PAS,0.0
1302222,PI,ZSP,PAS,0.0
1302228,PI,ZSP,PAS,0.0
1302229,PI,ZSP,PAS,0.0
1302230,PI,ZSP,PAS,0.0
1302240,PI,ZSP,PAS,0.0
1302242,PI,ZSP,PAS,0.0
1302249,PI,ZSP,PAS,0.0
1302387,PI,ZSP,PAS,0.0
1702465,PI,ZSP,PAS,0.0
1702529,PI,ZSP,PAS,0.0
1702561,PI,ZSP,PAS,0.0
1702902,PI,ZSP,PAS,0.0
1702904,PI,ZSP,PAS,0.0
