store_code,city,division_code,Week,Forecast_Units,model,ASP,Forecast_Revenue
CP05,Sherbrooke,FI,2026-04-05,4.75,Naive_Stratified,357.69,1699.03
CP05,Sherbrooke,FI,2026-04-12,4.75,Naive_Stratified,357.69,1699.03
CP05,Sherbrooke,FI,2026-04-19,4.75,Naive_Stratified,357.69,1699.03
CP05,Sherbrooke,GA,2026-03-29,0.75,Naive_Stratified,344.99,258.74
CP05,Sherbrooke,GA,2026-04-05,0.75,Naive_Stratified,1171.0966025641026,878.32
CP05,Sherbrooke,GA,2026-04-12,0.75,Naive_Stratified,1171.0966025641026,878.32
CP05,Sherbrooke,GA,2026-04-19,0.75,Naive_Stratified,1171.0966025641026,878.32
CP05,Sherbrooke,HT,2026-03-29,1.25,Naive_Stratified,2643.1457142857143,3303.93
CP05,Sherbrooke,HT,2026-04-05,1.25,Naive_Stratified,12057.0,15071.25
CP05,Sherbrooke,HT,2026-04-12,1.25,Naive_Stratified,12057.0,15071.25
CP05,Sherbrooke,HT,2026-04-19,1.25,Naive_Stratified,12057.0,15071.25
CP05,Sherbrooke,LO,2026-03-29,13.75,Naive_Stratified,20.37095238095238,280.1
CP05,Sherbrooke,LO,2026-04-05,13.75,Naive_Stratified,15.836652644230767,217.75
